j_exp,V_exp
0.34961565307855436,1.9601328431002054
0.4595535440387325,2.0709385711808714
0.57978810903093,2.1483823640558937
0.789562835942328,2.281132989814473
0.9865245168432423,2.4194747629230817
1.1860292450439474,2.568920583122524
1.3779137231190566,2.679498681794538
1.556967371636131,2.8067790883264347
1.7974542851680768,2.950555513566624